0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
0.443,0.3959,0.4059,0.4329,0.5108,0.5134,0.4737,0.5191,0.3778,0.4729,0.4367,0.6616,0.4278,0.47,0.3775,0.5748,0.4269,0.501,0.397,0.4481,0.4829,0.5036,0.455,0.4266,0.4826,0.414,0.4718,0.5168,0.5412,0.4272,0.4186,0.6153,0.4335,0.5901,0.4642,0.3867,0.4519,0.3809,0.4341,0.4329,0.5136,0.4513,0.412,0.3844,0.4892,0.5226,0.4338,0.5105,0.449,0.5068,0.4522,0.4177,0.5292,0.4823,0.3964,0.5007,0.5751,0.5073,0.5013,0.5289,0.4763,0.4174
0.443,0.3959,0.4059,0.4329,0.5108,0.5134,0.5045,0.5191,0.3778,0.4729,0.4367,0.6616,0.4278,0.47,0.3775,0.5748,0.4269,0.501,0.4275,0.4481,0.4829,0.5039,0.455,0.4266,0.4826,0.4323,0.4718,0.5168,0.5691,0.4272,0.4186,0.6153,0.4335,0.6366,0.4889,0.3867,0.4519,0.4605,0.4341,0.4329,0.5136,0.4513,0.412,0.3844,0.5475,0.5226,0.4338,0.5105,0.449,0.5068,0.4522,0.4177,0.5292,0.4823,0.4246,0.5007,0.5751,0.5073,0.5013,0.5289,0.4763,0.4174
0.443,0.3987,0.4059,0.4513,0.5108,0.5134,0.5197,0.5191,0.3936,0.4729,0.4367,0.6616,0.4278,0.47,0.3864,0.5748,0.4269,0.501,0.4275,0.4481,0.4829,0.5039,0.455,0.4266,0.4826,0.4323,0.4766,0.5536,0.603,0.4671,0.4309,0.6153,0.4335,0.6366,0.4889,0.3867,0.4585,0.4605,0.4341,0.4329,0.5136,0.4513,0.412,0.4022,0.5475,0.5226,0.4338,0.5228,0.4519,0.5068,0.4522,0.4209,0.5292,0.4823,0.4246,0.5007,0.5751,0.5073,0.5013,0.5289,0.4763,0.4174
0.4522,0.4479,0.4088,0.4513,0.5108,0.584,0.5197,0.5191,0.3936,0.4729,0.4367,0.6616,0.4278,0.47,0.3967,0.5748,0.4269,0.5131,0.4275,0.4481,0.5381,0.5039,0.5105,0.4395,0.4826,0.4323,0.4766,0.5536,0.603,0.4889,0.455,0.6153,0.4335,0.6366,0.532,0.3867,0.4585,0.4605,0.4341,0.4329,0.5136,0.4513,0.4154,0.4022,0.5475,0.5226,0.4797,0.5228,0.4519,0.5068,0.4522,0.4456,0.5292,0.4823,0.4246,0.5007,0.5751,0.5073,0.5013,0.572,0.4763,0.4174
0.4861,0.4479,0.4088,0.4513,0.5323,0.584,0.5412,0.5191,0.3936,0.4729,0.4367,0.6616,0.4458,0.47,0.3967,0.5748,0.455,0.5131,0.4275,0.4481,0.5814,0.5039,0.5105,0.4395,0.4826,0.4323,0.4766,0.5536,0.603,0.4889,0.455,0.6153,0.4335,0.6366,0.532,0.3867,0.4585,0.4608,0.4341,0.439,0.5136,0.4947,0.4154,0.4022,0.5475,0.5384,0.5659,0.5228,0.4519,0.5068,0.4548,0.4456,0.5384,0.4823,0.4246,0.5007,0.5783,0.5073,0.5013,0.572,0.4763,0.4289
0.4861,0.4479,0.4088,0.4513,0.5323,0.584,0.5412,0.5191,0.3936,0.4729,0.4367,0.6616,0.4458,0.47,0.3967,0.5748,0.455,0.5131,0.4275,0.4481,0.5814,0.5406,0.5105,0.4852,0.5013,0.4323,0.4766,0.5536,0.603,0.4889,0.4616,0.6153,0.4335,0.6366,0.5352,0.3867,0.4677,0.4608,0.4341,0.439,0.5292,0.4947,0.4154,0.4022,0.5475,0.5384,0.5659,0.5228,0.4706,0.5068,0.4548,0.4703,0.5384,0.4823,0.4246,0.5197,0.5783,0.5073,0.5415,0.572,0.4763,0.4289
0.4861,0.4481,0.4088,0.4513,0.5323,0.584,0.5412,0.5191,0.3936,0.4729,0.4367,0.6616,0.4458,0.5226,0.3967,0.5748,0.455,0.5131,0.4275,0.4481,0.5814,0.5406,0.5105,0.4852,0.5013,0.4323,0.4766,0.5536,0.603,0.4889,0.5016,0.6153,0.4335,0.6366,0.5352,0.3867,0.4892,0.4608,0.4341,0.5378,0.5292,0.4947,0.4461,0.4022,0.5475,0.5384,0.5659,0.5228,0.4706,0.5194,0.4548,0.4703,0.5539,0.4823,0.4246,0.5197,0.5783,0.5073,0.5415,0.572,0.4763,0.4289
0.532,0.4481,0.4088,0.5194,0.5352,0.584,0.5412,0.5903,0.3936,0.4729,0.4367,0.6616,0.4458,0.5226,0.4211,0.5748,0.455,0.5131,0.4278,0.4481,0.5814,0.5406,0.5105,0.4852,0.5013,0.4323,0.4766,0.572,0.603,0.4889,0.5447,0.6153,0.4335,0.6366,0.5352,0.3867,0.5108,0.5042,0.4398,0.5378,0.5475,0.4947,0.4461,0.4022,0.5475,0.5384,0.5783,0.5228,0.5102,0.5194,0.4548,0.4703,0.5539,0.5039,0.4246,0.5533,0.5783,0.5073,0.5415,0.572,0.4763,0.4377
0.532,0.4481,0.4088,0.5194,0.5352,0.584,0.5412,0.5903,0.418,0.4729,0.4367,0.6616,0.4458,0.5226,0.4211,0.5748,0.455,0.5131,0.4493,0.4481,0.5814,0.5406,0.5197,0.4852,0.5013,0.4323,0.4766,0.572,0.603,0.4889,0.5447,0.6306,0.4335,0.6366,0.5352,0.3867,0.5108,0.5042,0.4398,0.5378,0.5475,0.5068,0.4461,0.4022,0.5475,0.5384,0.5783,0.5536,0.5102,0.5194,0.4915,0.4703,0.5539,0.5039,0.4246,0.5533,0.5783,0.5073,0.5415,0.572,0.4763,0.4377
0.532,0.4481,0.4484,0.5194,0.5352,0.584,0.5567,0.5903,0.418,0.495,0.4367,0.6708,0.4458,0.5226,0.4211,0.5748,0.455,0.5317,0.4493,0.4605,0.5814,0.5406,0.5197,0.4976,0.5352,0.4881,0.4766,0.5783,0.603,0.4889,0.5478,0.6306,0.4335,0.6398,0.5352,0.3867,0.5108,0.5504,0.4398,0.5378,0.5475,0.5068,0.4677,0.4022,0.5846,0.5504,0.5783,0.5536,0.5102,0.5194,0.5346,0.4703,0.5539,0.5039,0.4246,0.5533,0.5783,0.5073,0.5415,0.5967,0.4887,0.4377
